id,resp,covX,covZ,aux
234,14.19776788,NA,1,2.857633202
235,15.02609549,0.757344959,1,3.045766938
236,14.11009126,0.634471882,1,2.927699911
237,10.95071944,NA,1,3.148374463
238,11.54831739,NA,1,3.108204886
239,14.307449,0.804106229,1,3.079975844
240,15.40032805,NA,1,2.85747842
241,12.32018571,0.753470255,1,3.035920383
242,15.71728722,NA,1,3.038122255
243,12.81745825,NA,1,2.791654147
244,14.3826095,0.664763862,1,3.06278339
245,13.72897335,NA,1,3.030061325
246,14.7389459,0.531133704,1,2.894160276
247,16.79780472,NA,1,2.979135054
248,16.31801016,NA,1,3.204797323
249,13.01493427,0.754774577,1,3.078409728
250,NA,NA,1,2.872277069
251,13.36698386,0.589622327,1,3.009112401
252,13.86107541,0.831022529,1,3.174684531
253,14.30715288,NA,1,3.003245218
254,14.26015799,NA,1,2.948856728
255,13.37349195,NA,1,3.116480524
256,15.19935917,NA,1,2.953472266
257,16.06461763,NA,1,2.976936995
258,12.23276607,0.78223727,1,3.085580915
259,14.47353346,NA,1,3.177914433
260,16.1181385,NA,1,2.917465728
261,16.18701042,0.765680883,1,2.977112005
262,11.83337678,0.771405356,1,2.993096268
263,14.92312604,0.653503261,1,3.089413106
264,11.84339434,NA,1,3.154040617
265,13.35906784,NA,1,3.16911065
266,11.4618977,0.538864134,1,2.977278308
267,13.36569228,0.743588044,1,3.093121096
268,NA,NA,1,2.912639737
269,15.70804214,NA,1,2.946217863
270,14.53668194,0.712243271,1,2.880305581
271,13.01714274,NA,1,2.889958418
272,14.56476223,0.549185503,1,3.059121993
273,15.79862045,0.805871249,1,3.073371257
274,13.06084779,0.633124622,1,3.021727756
275,15.48689796,NA,1,2.923778596
276,14.47391764,NA,1,3.029690313
277,15.46254886,NA,1,2.879500622
278,15.40039327,0.803548176,1,2.824423592
279,12.75396986,NA,1,2.949725739
280,13.13115118,0.720403658,1,2.958787214
281,12.06196264,0.678668692,1,2.905025211
282,12.16786286,NA,1,2.799585783
283,13.63755166,NA,1,2.957533462
284,16.11728853,NA,1,3.053270406
285,10.4268467,NA,1,3.078617531
286,14.72116255,0.618526364,1,3.159545413
287,13.23301355,NA,1,3.004177316
288,NA,0.728982216,1,3.227647505
289,13.70516801,NA,1,3.045270022
290,14.76338426,0.727524946,1,2.984310139
291,15.02628449,0.80748964,1,2.80699818
292,13.54231787,0.93309729,1,3.243040542
293,12.14024805,NA,1,3.141070075
294,11.47001569,NA,1,3.063369298
295,17.52173157,0.746608151,1,3.111845496
296,15.25913783,0.766002253,1,3.104437263
297,NA,0.800954299,1,3.085920791
298,11.06421141,NA,1,3.094183529
299,13.33025087,0.620901509,1,3.106213158
300,13.14564759,0.616425367,1,2.930989517
301,11.37652736,NA,1,2.973146214
302,15.78366323,0.661840002,1,3.0117522
303,15.10986583,NA,1,2.914439467
304,NA,NA,1,3.217520634
305,15.35432752,NA,1,2.867555011
306,14.59981631,0.721743564,1,3.01421963
307,14.40988416,0.801862237,1,2.920535505
308,15.10105349,NA,1,3.008922381
309,13.56747906,0.683702628,1,3.016900857
310,15.20378257,0.716749235,1,2.995163561
311,13.67393923,NA,1,2.690534468
312,13.17535142,NA,1,2.750374652
313,12.33766709,0.725817764,1,3.072062029
314,13.9212362,0.817431551,1,2.910784215
315,13.86250652,NA,1,3.009702001
316,15.55214812,0.715835531,1,3.080002986
317,14.36180863,0.715528283,1,2.983170318
318,17.0072519,NA,1,2.928553144
319,13.6317298,NA,1,2.977339434
320,15.26599215,0.858701881,1,3.160854093
321,15.86360458,NA,1,3.156003753
322,13.1753385,0.72071336,1,3.194590476
323,14.52149479,NA,1,3.150084001
324,12.55325454,0.524718261,1,2.840680288
325,13.85459959,0.662510859,1,2.814447811
326,12.30960199,NA,1,3.006520808
327,15.20454725,NA,1,2.982227911
328,NA,0.67506622,1,2.852225591
329,13.90203022,NA,1,2.800570757
330,14.5449663,NA,1,3.124752017
331,NA,NA,1,3.167037578
332,15.82259143,0.785117522,1,3.026392319
333,10.57667486,NA,1,3.017074695
334,13.74480436,NA,1,2.987789461
335,15.15319518,NA,1,2.950557259
336,11.83540929,NA,1,2.860946504
337,14.08026987,0.702028667,1,2.979509971
338,15.84015821,0.8749437,1,2.895112646
339,14.68956259,NA,1,3.019074649
340,12.39709308,0.734588352,1,3.070765806
341,14.47791871,NA,1,2.970913532
342,14.56772997,0.72990286,1,3.148399659
343,15.94751622,NA,1,3.167522515
344,14.77362849,NA,1,3.123741024
345,13.80206559,NA,1,2.858800002
346,12.63380322,NA,1,2.845825537
347,13.96912165,0.706956525,1,3.007694441
348,11.9025422,0.60998976,1,3.01583227
349,14.18512832,NA,1,3.067344443
350,13.23748724,NA,1,2.853041246
351,14.63069175,NA,1,2.972483899
352,13.97515048,NA,1,3.035177256
353,13.12553907,0.635730895,1,2.833514689
354,13.66744106,0.758366421,1,3.018693215
355,13.46579502,NA,1,3.19028275
356,13.26262148,NA,1,2.848122428
357,15.42547661,0.65691337,1,3.133052663
358,13.70512652,0.672701564,1,3.105160049
359,12.34810279,0.744145928,1,3.105512167
360,15.8061043,0.757957093,1,3.143140696
361,14.16731998,NA,1,3.0020647
362,17.01822754,0.691069018,1,3.020133489
363,14.81274299,0.757017519,1,2.901020725
364,11.20778433,0.566584353,1,3.051847961
365,14.76523914,0.789934241,1,3.127425588
366,NA,0.818751744,1,3.019217933
367,12.25941236,NA,1,3.117516956
368,13.76037681,0.747076062,1,3.124239293
369,12.08489631,NA,1,2.870861006
370,16.21864665,NA,1,3.033797109
371,11.64136604,NA,1,2.952484732
372,12.77896018,0.818235351,1,2.98340456
373,14.67112189,NA,1,2.983361137
374,13.69952035,NA,1,2.887683946
375,14.85061857,NA,1,3.094094672
376,14.27158625,NA,1,2.908672331
377,16.18789711,0.645861326,1,3.048587212
378,12.21813396,NA,1,2.820480302
379,15.59375881,NA,1,2.963019853
380,11.16113625,NA,1,2.979131943
381,NA,0.624536489,1,2.933888824
382,10.67280071,0.725275455,1,2.982340372
383,11.50464542,0.698148664,1,3.103581157
384,17.25168696,0.868901617,1,3.058535273
385,16.36446465,0.917839054,1,2.920674917
386,16.75925213,NA,1,2.978745951
387,14.31453046,NA,1,2.990336129
388,14.4682725,NA,1,2.962164959
389,14.34161577,NA,1,2.986819601
390,16.04848473,0.970464386,1,2.970651542
391,15.79738825,0.715813885,1,3.213748109
392,11.01015869,NA,1,3.028994796
393,12.7074237,NA,1,3.054761401
394,NA,0.651782451,1,2.942101571
395,13.71085894,NA,1,3.024214538
396,13.42790999,NA,1,3.028765917
397,16.40051451,NA,1,3.039598296
398,13.31948077,NA,1,3.018362056
399,14.22786411,0.741565982,1,3.198278464
400,13.50669155,0.640213316,1,2.803322309
401,14.48668301,NA,1,3.054472825
402,14.37699041,0.735767615,1,3.052970821
403,16.12119159,0.796815902,1,2.92870447
404,13.72633798,0.737221803,1,3.005912973
405,13.90585975,0.819360965,1,2.90890629
406,14.31429011,0.789506826,1,2.925572733
407,15.82641969,NA,1,2.778835965
408,10.68239446,0.836069008,1,3.127005145
409,12.74274965,0.523885659,1,2.945281607
410,13.88828917,NA,1,3.060502027
411,NA,0.679804267,1,2.972532933
412,13.40746636,NA,1,3.202384147
413,10.99950401,0.752069529,1,3.024206171
414,12.95380872,NA,1,3.221884144
415,NA,0.789873385,1,3.016422733
416,12.7715739,0.696581944,1,3.145097594
417,NA,0.766772052,1,3.012341601
418,13.05470822,NA,1,3.034880144
419,15.00930883,NA,1,2.975699846
420,13.57464215,NA,1,3.010261574
421,12.43242323,NA,1,3.071622195
422,14.50232006,NA,1,3.048989709
423,12.64066694,0.706041091,1,2.835734342
424,14.60729374,0.645102297,1,3.12162814
425,15.06539052,0.616027929,1,2.925634756
426,14.72586448,0.595214017,1,3.094308241
427,16.06901647,NA,1,2.987649792
428,13.62043003,NA,1,3.007055077
429,12.8125508,NA,1,3.052047321
430,15.63110305,0.614507726,1,2.910016091
431,13.81684845,0.787346464,1,2.993235358
432,12.98587532,NA,1,2.930297645
433,14.74009401,NA,1,3.068120929
434,12.99420267,0.880719822,1,3.033421619
435,12.90614882,NA,1,2.857727056
436,16.92005793,0.790946491,1,2.96874978
437,15.08318201,0.791483361,1,2.940168559
438,14.30977697,0.622302027,1,2.933661924
439,12.86339458,NA,1,3.000570825
440,15.43750272,NA,1,2.818277093
441,14.95526956,NA,1,3.192491855
442,14.00754634,0.778826663,1,3.047602217
443,12.7668166,NA,1,2.806555679
444,12.37981798,0.645936214,1,2.908617999
445,10.84704958,0.686734294,1,3.037042013
446,15.61457959,NA,1,2.770670355
447,14.888074,NA,1,2.951797651
448,11.59078034,NA,1,2.99807551
449,14.88421053,NA,1,3.127042525
450,16.33093597,0.862076039,1,3.167596458
1,13.21061029,0.847292564,2,2.946778191
2,14.3010813,NA,2,2.950149952
3,NA,0.643775965,2,2.884986042
4,12.46346615,NA,2,3.012624092
5,15.65842187,0.744315656,2,3.04728639
6,15.06715091,NA,2,2.981347478
7,13.6719573,NA,2,2.838071355
8,12.67214449,NA,2,2.959724095
9,16.51051948,NA,2,3.041281224
10,NA,NA,2,2.92792806
11,12.67003095,0.749585384,2,2.940993477
12,13.00463407,0.648147549,2,2.883037338
13,13.5334423,0.754476402,2,3.059145665
14,15.34659991,NA,2,2.933136105
15,13.1862362,0.705516814,2,3.316793765
16,13.56804139,NA,2,3.101303942
17,15.1756214,NA,2,2.983401268
18,12.58164082,0.830032799,2,3.000241647
19,11.7110506,NA,2,2.928269802
20,NA,NA,2,3.028133803
21,13.00052803,NA,2,3.00072819
22,NA,NA,2,2.827029977
23,13.44793201,0.63113612,2,2.815652638
24,14.31467351,0.813180766,2,3.060120303
25,10.91045763,0.658496873,2,2.768206243
26,11.73351633,0.636226892,2,2.961968793
27,16.53153876,NA,2,3.16551649
28,12.81003607,0.857348944,2,2.833714495
29,14.86996833,NA,2,3.029472967
30,11.71600163,NA,2,3.156990144
31,13.07120614,0.899403915,2,3.05119469
32,14.34700048,0.825398925,2,3.12859024
33,14.94479556,NA,2,2.903248525
34,11.08355048,0.645937766,2,3.063238935
35,12.83604113,0.574677603,2,3.018307867
36,13.5651057,0.900694049,2,3.135011612
37,11.38136496,NA,2,3.248732767
38,14.42288603,0.665512867,2,3.01146617
39,12.29864278,0.780083941,2,3.109574036
40,12.52703751,NA,2,2.959729013
41,15.69389639,NA,2,2.964093029
42,11.78705564,NA,2,2.944721177
43,14.07419985,NA,2,2.864532502
44,12.69481769,0.552100049,2,3.007333886
45,14.07600737,NA,2,2.996101147
46,12.66752937,NA,2,3.072186988
47,12.11602789,0.828003001,2,2.978508104
48,11.21736533,NA,2,2.908441507
49,11.59493011,0.753890557,2,2.987156146
50,13.04087253,NA,2,3.184021049
51,9.721034574,0.724463577,2,3.045053126
52,11.47335029,0.80349776,2,3.027479368
53,15.38667462,NA,2,3.105637642
54,13.24440777,NA,2,3.179205428
55,14.85018921,0.650297339,2,3.171081922
56,16.08923703,0.753333972,2,2.956857107
57,15.11489065,NA,2,2.992072314
58,12.40670763,0.540348544,2,2.963677496
59,15.01907298,0.699537713,2,2.979900953
60,13.33845729,0.683005574,2,3.045128193
61,14.66829325,NA,2,2.952005802
62,NA,NA,2,2.883447482
63,12.85518484,0.475372656,2,2.976105603
64,14.23176634,NA,2,3.144983465
65,13.98513739,NA,2,3.185287387
66,15.62323545,NA,2,2.95967685
67,14.09048917,0.843496796,2,3.082696832
68,14.5628055,0.748559825,2,2.98708651
69,NA,0.73986944,2,2.987847311
70,14.30122215,0.696300229,2,2.932572672
71,11.3048968,NA,2,2.84215662
72,13.2071331,NA,2,3.18020764
73,14.26651075,0.826189511,2,3.080111681
74,13.74188924,0.542681683,2,2.820773527
75,13.48433719,0.691500039,2,2.965258127
76,11.22386854,NA,2,3.155431593
77,12.48839215,0.760869773,2,3.010649279
78,13.57792464,0.644007247,2,3.019250892
79,13.30370319,0.848898218,2,3.084922797
80,NA,NA,2,3.099051461
81,14.57786855,0.874397076,2,3.062758221
82,14.49203319,0.686159046,2,3.041521549
83,13.68289541,NA,2,3.147493906
84,13.77652803,NA,2,3.170947207
85,12.59934309,0.79945391,2,3.02283596
86,13.59645885,NA,2,2.979188312
87,15.02347312,0.717846872,2,3.001214576
88,14.28881779,0.889587769,2,3.034972266
89,12.34923337,0.726664491,2,2.932235536
90,13.19238585,0.788398261,2,3.064218268
91,13.27304777,NA,2,2.871056196
92,15.36459044,NA,2,3.222606725
93,15.37325722,0.883099084,2,2.751658064
94,13.86562389,0.71007204,2,3.017283428
95,12.91069119,0.739901246,2,2.994109585
96,12.95982222,NA,2,3.05474523
97,14.24292281,NA,2,2.95895264
98,15.12211833,NA,2,3.240240516
99,13.26407876,NA,2,2.985577906
100,15.65102768,0.691936438,2,3.002339644
101,14.68846469,0.642034436,2,3.112412194
102,NA,NA,2,3.069777449
103,NA,NA,2,3.018090748
104,13.35259066,NA,2,2.983039717
105,11.37179935,1.01161495,2,2.976547195
106,13.94078123,0.740222033,2,2.864506931
107,12.87719466,NA,2,3.062995608
108,13.12992479,0.636607841,2,3.044727015
109,12.67553436,0.738997222,2,2.895595814
110,15.08624126,NA,2,2.981271443
111,12.85166261,0.719173104,2,3.128729087
112,13.41293021,0.78994044,2,3.127409281
113,15.20031102,NA,2,2.877883864
114,13.4943412,0.708374092,2,3.080202191
115,13.04603873,0.810211395,2,3.01268307
116,14.02395011,0.591461043,2,3.038851486
117,12.79035592,0.90941871,2,2.912780383
118,13.12367832,0.726564307,2,2.979291301
119,14.56844887,NA,2,2.794158731
120,13.80549342,0.717095593,2,2.926087668
121,11.70520296,NA,2,2.969337788
122,11.58908419,0.823836845,2,3.130341763
123,NA,NA,2,2.894134014
124,12.88524673,NA,2,3.030172019
125,14.01847751,NA,2,3.008997319
126,14.41497069,NA,2,2.863660775
127,NA,0.891887028,2,3.028252387
128,11.57907802,NA,2,3.158069945
129,14.04113368,NA,2,3.094004025
130,15.99043939,0.948079178,2,3.113143023
131,15.11113301,0.57268292,2,2.97863041
132,NA,NA,2,3.09578389
133,11.96388608,0.742893189,2,2.762919037
134,14.60995519,0.764970821,2,2.874674139
135,9.936165737,0.497958605,2,2.982515205
136,12.76424239,0.705094576,2,3.010851159
137,12.92605461,0.598700187,2,3.051692045
138,11.78670415,NA,2,3.072163439
139,14.68059339,NA,2,2.954005617
140,12.99037959,0.622952754,2,2.951838845
141,14.68654895,0.828328261,2,2.965072468
142,14.60068503,0.71608431,2,2.943823403
143,12.59657337,NA,2,2.98752973
144,13.6850689,0.839016392,2,3.087755233
145,13.59387744,0.678152291,2,3.046334691
146,13.59220012,0.608425067,2,2.956063466
147,16.99291349,0.828480032,2,2.930758271
148,NA,NA,2,2.989554721
149,16.267116,NA,2,2.979200009
150,15.395138,NA,2,3.121930841
151,15.02637305,NA,2,2.77295643
152,11.94474804,NA,2,2.902654733
153,14.03985098,NA,2,3.062119026
154,12.06875705,NA,2,3.066256167
155,12.73180482,0.535498046,2,2.934900975
156,14.34808432,NA,2,2.979126293
157,13.88956137,0.709009008,2,3.179691165
158,11.53649547,NA,2,2.890122159
159,12.70354185,0.877442309,2,3.177774209
160,NA,NA,2,3.031694441
161,NA,NA,2,3.104957642
162,12.88757227,0.807121255,2,2.947371921
163,14.51111195,NA,2,2.887978746
164,15.31792335,NA,2,3.039825949
165,14.40096174,0.796431878,2,3.04213068
166,12.31775326,NA,2,2.957484635
167,18.38673,0.707878714,2,2.912300899
168,14.74516949,NA,2,3.12999966
169,15.09375084,NA,2,2.866321324
170,12.98958459,NA,2,3.142924243
171,14.66841053,NA,2,2.940530688
172,14.32963625,NA,2,2.811731354
173,14.14437305,NA,2,3.218031123
174,12.70261971,0.676482802,2,3.037877728
175,15.34553192,NA,2,2.893068717
176,12.29956339,NA,2,2.962485502
177,11.8788557,0.559596603,2,2.920520228
178,14.75764845,NA,2,3.031512287
179,14.74442123,0.617160408,2,3.013393939
180,11.40535969,0.788239213,2,2.875944842
181,10.71972501,0.614081719,2,3.025648054
182,14.38158602,0.695641807,2,2.932592979
183,13.86731593,NA,2,3.063322735
184,15.73233201,0.753442697,2,3.060236487
185,15.17204121,NA,2,2.996596631
186,14.78399798,0.945299201,2,2.921029364
187,14.30245038,NA,2,2.952956445
188,13.3323694,NA,2,2.898718186
189,14.65524869,0.789656934,2,3.083355327
190,13.11038597,NA,2,3.135402356
191,12.7279501,0.832965113,2,3.005007271
192,10.86035375,0.686602565,2,3.033688076
193,13.67814112,0.605013997,2,2.979100113
194,15.54117918,0.800864924,2,3.021845999
195,14.46418618,NA,2,3.187347521
196,14.4885315,0.873862579,2,3.02617218
197,12.65262638,0.652416114,2,3.133469452
198,11.13179591,NA,2,3.024774665
199,12.53637121,0.579990139,2,2.862421514
200,10.07883668,NA,2,2.880946022
201,12.06075768,NA,2,2.902618138
202,15.30405601,NA,2,2.99003688
203,14.68935831,0.884677866,2,2.9889265
204,12.84013489,NA,2,3.11921946
205,15.18229077,0.794418339,2,2.834411407
206,16.08713241,NA,2,2.895435671
207,12.11406282,NA,2,2.825976087
208,15.29742678,0.542410137,2,3.051312077
209,15.34465168,0.815016042,2,2.955404315
210,12.62392187,0.644319083,2,2.816080622
211,13.16106816,NA,2,2.918015236
212,12.26117291,0.83442438,2,2.900479045
213,13.85628247,0.77238811,2,3.029731013
214,11.60866123,NA,2,3.05574165
215,10.86634657,NA,2,2.872666299
216,12.9560822,NA,2,3.102507261
217,NA,0.603712067,2,3.046661217
218,12.54199879,NA,2,3.023391832
219,NA,0.879888231,2,3.02644419
220,14.21384669,NA,2,3.043241992
221,14.50941715,0.753348374,2,3.097322215
222,NA,0.857249401,2,2.947080594
223,14.32206203,0.743359966,2,3.004576848
224,13.94525129,0.845102659,2,3.279469141
225,13.24709986,0.708400745,2,2.89119998
226,15.4359774,0.812112695,2,3.029542957
227,15.94695937,0.566595493,2,2.856203543
228,13.88489021,NA,2,3.021308148
229,11.71373249,NA,2,3.097496063
230,12.92950413,0.495077545,2,2.764653784
231,13.97982085,NA,2,2.941548219
232,13.18406709,0.812192357,2,3.225387415
233,11.48518683,0.63252358,2,2.922597894
234,12.52619094,NA,2,2.857633202
235,13.6634692,0.757344959,2,3.045766938
236,12.85204609,0.634471882,2,2.927699911
237,12.30228574,NA,2,3.148374463
238,11.63244724,NA,2,3.108204886
239,12.87487758,0.804106229,2,3.079975844
240,11.05307526,NA,2,2.85747842
241,13.83978636,0.753470255,2,3.035920383
242,15.06204973,NA,2,3.038122255
243,12.89455998,NA,2,2.791654147
244,15.43774642,0.664763862,2,3.06278339
245,14.54812431,NA,2,3.030061325
246,12.49017224,0.531133704,2,2.894160276
247,16.52481537,NA,2,2.979135054
248,14.66506445,NA,2,3.204797323
249,14.56935141,0.754774577,2,3.078409728
250,12.79366929,NA,2,2.872277069
251,13.2192194,0.589622327,2,3.009112401
252,13.27488833,0.831022529,2,3.174684531
253,13.45223118,NA,2,3.003245218
254,15.61958034,NA,2,2.948856728
255,11.5743852,NA,2,3.116480524
256,12.82672199,NA,2,2.953472266
257,NA,NA,2,2.976936995
258,10.86233912,0.78223727,2,3.085580915
259,12.36274908,NA,2,3.177914433
260,13.00922014,NA,2,2.917465728
261,14.83869518,0.765680883,2,2.977112005
262,13.53167742,0.771405356,2,2.993096268
263,14.98350633,0.653503261,2,3.089413106
264,10.47067232,NA,2,3.154040617
265,13.28261991,NA,2,3.16911065
266,9.961427636,0.538864134,2,2.977278308
267,15.38235424,0.743588044,2,3.093121096
268,13.78657077,NA,2,2.912639737
269,12.9167548,NA,2,2.946217863
270,NA,0.712243271,2,2.880305581
271,12.64301048,NA,2,2.889958418
272,16.66199255,0.549185503,2,3.059121993
273,14.40013731,0.805871249,2,3.073371257
274,14.55387787,0.633124622,2,3.021727756
275,15.72636206,NA,2,2.923778596
276,13.7757204,NA,2,3.029690313
277,11.88305569,NA,2,2.879500622
278,NA,0.803548176,2,2.824423592
279,12.73985936,NA,2,2.949725739
280,13.77842657,0.720403658,2,2.958787214
281,10.31319698,0.678668692,2,2.905025211
282,NA,NA,2,2.799585783
283,12.08348062,NA,2,2.957533462
284,11.73500832,NA,2,3.053270406
285,11.05582044,NA,2,3.078617531
286,11.80623052,0.618526364,2,3.159545413
287,13.8368455,NA,2,3.004177316
288,13.76285592,0.728982216,2,3.227647505
289,NA,NA,2,3.045270022
290,13.04702948,0.727524946,2,2.984310139
291,NA,0.80748964,2,2.80699818
292,14.8398053,0.93309729,2,3.243040542
293,12.58401133,NA,2,3.141070075
294,11.78264912,NA,2,3.063369298
295,16.3196192,0.746608151,2,3.111845496
296,17.14746982,0.766002253,2,3.104437263
297,15.28575699,0.800954299,2,3.085920791
298,14.42841199,NA,2,3.094183529
299,13.32095927,0.620901509,2,3.106213158
300,13.35136418,0.616425367,2,2.930989517
301,NA,NA,2,2.973146214
302,12.30745684,0.661840002,2,3.0117522
303,13.70057023,NA,2,2.914439467
304,12.17624728,NA,2,3.217520634
305,13.70703112,NA,2,2.867555011
306,13.32842195,0.721743564,2,3.01421963
307,12.26164351,0.801862237,2,2.920535505
308,12.21355143,NA,2,3.008922381
309,12.66158725,0.683702628,2,3.016900857
310,10.41488164,0.716749235,2,2.995163561
311,16.62013869,NA,2,2.690534468
312,14.48323856,NA,2,2.750374652
313,12.06807141,0.725817764,2,3.072062029
314,13.83845436,0.817431551,2,2.910784215
315,13.18797395,NA,2,3.009702001
316,NA,0.715835531,2,3.080002986
317,12.37282074,0.715528283,2,2.983170318
318,16.1313959,NA,2,2.928553144
319,11.22797309,NA,2,2.977339434
320,12.55673699,0.858701881,2,3.160854093
321,13.3525729,NA,2,3.156003753
322,15.05395398,0.72071336,2,3.194590476
323,13.09090366,NA,2,3.150084001
324,12.37421023,0.524718261,2,2.840680288
325,14.33730547,0.662510859,2,2.814447811
326,12.63758708,NA,2,3.006520808
327,12.84470664,NA,2,2.982227911
328,12.86717243,0.67506622,2,2.852225591
329,13.59758244,NA,2,2.800570757
330,14.86949759,NA,2,3.124752017
331,13.25770204,NA,2,3.167037578
332,14.10154423,0.785117522,2,3.026392319
333,14.22921197,NA,2,3.017074695
334,13.72529045,NA,2,2.987789461
335,13.70697214,NA,2,2.950557259
336,13.02572212,NA,2,2.860946504
337,12.80489267,0.702028667,2,2.979509971
338,13.86668443,0.8749437,2,2.895112646
339,13.4359723,NA,2,3.019074649
340,12.61370485,0.734588352,2,3.070765806
341,11.8234554,NA,2,2.970913532
342,14.1773165,0.72990286,2,3.148399659
343,14.27848998,NA,2,3.167522515
344,12.67195997,NA,2,3.123741024
345,12.52252299,NA,2,2.858800002
346,13.73507152,NA,2,2.845825537
347,12.2415047,0.706956525,2,3.007694441
348,12.01657665,0.60998976,2,3.01583227
349,11.2266977,NA,2,3.067344443
350,12.28514059,NA,2,2.853041246
351,11.7684277,NA,2,2.972483899
352,15.57562948,NA,2,3.035177256
353,12.49386767,0.635730895,2,2.833514689
354,12.26819338,0.758366421,2,3.018693215
355,13.99639284,NA,2,3.19028275
356,13.60734914,NA,2,2.848122428
357,15.54603036,0.65691337,2,3.133052663
358,14.06179585,0.672701564,2,3.105160049
359,14.03384512,0.744145928,2,3.105512167
360,16.79315556,0.757957093,2,3.143140696
361,13.63077693,NA,2,3.0020647
362,16.92199794,0.691069018,2,3.020133489
363,11.47938498,0.757017519,2,2.901020725
364,11.80750928,0.566584353,2,3.051847961
365,12.65834461,0.789934241,2,3.127425588
366,15.28364566,0.818751744,2,3.019217933
367,12.06486372,NA,2,3.117516956
368,14.58681274,0.747076062,2,3.124239293
369,13.81550225,NA,2,2.870861006
370,16.26984352,NA,2,3.033797109
371,15.08654704,NA,2,2.952484732
372,10.93693467,0.818235351,2,2.98340456
373,14.98888113,NA,2,2.983361137
374,12.9809014,NA,2,2.887683946
375,12.55588392,NA,2,3.094094672
376,11.77848761,NA,2,2.908672331
377,12.09831991,0.645861326,2,3.048587212
378,12.59011591,NA,2,2.820480302
379,11.11852604,NA,2,2.963019853
380,12.36645631,NA,2,2.979131943
381,12.41775269,0.624536489,2,2.933888824
382,9.896868863,0.725275455,2,2.982340372
383,NA,0.698148664,2,3.103581157
384,13.55623167,0.868901617,2,3.058535273
385,14.76199964,0.917839054,2,2.920674917
386,15.88755209,NA,2,2.978745951
387,12.12937747,NA,2,2.990336129
388,16.83325571,NA,2,2.962164959
389,11.29810635,NA,2,2.986819601
390,NA,0.970464386,2,2.970651542
391,17.32014604,0.715813885,2,3.213748109
392,9.387792815,NA,2,3.028994796
393,12.9938866,NA,2,3.054761401
394,NA,0.651782451,2,2.942101571
395,12.6440474,NA,2,3.024214538
396,12.7647946,NA,2,3.028765917
397,16.10646892,NA,2,3.039598296
398,15.98089661,NA,2,3.018362056
399,NA,0.741565982,2,3.198278464
400,15.32478087,0.640213316,2,2.803322309
401,15.20979396,NA,2,3.054472825
402,13.55387929,0.735767615,2,3.052970821
403,12.47670225,0.796815902,2,2.92870447
404,12.0842675,0.737221803,2,3.005912973
405,15.87447251,0.819360965,2,2.90890629
406,14.5392962,0.789506826,2,2.925572733
407,15.4941936,NA,2,2.778835965
408,12.99574131,0.836069008,2,3.127005145
409,12.77688197,0.523885659,2,2.945281607
410,12.95224083,NA,2,3.060502027
411,13.67546482,0.679804267,2,2.972532933
412,12.65456289,NA,2,3.202384147
413,15.47990669,0.752069529,2,3.024206171
414,12.94245266,NA,2,3.221884144
415,14.72855029,0.789873385,2,3.016422733
416,14.83323682,0.696581944,2,3.145097594
417,14.55038026,0.766772052,2,3.012341601
418,11.12712618,NA,2,3.034880144
419,13.83589782,NA,2,2.975699846
420,14.07194337,NA,2,3.010261574
421,14.30692481,NA,2,3.071622195
422,14.06625391,NA,2,3.048989709
423,14.44022161,0.706041091,2,2.835734342
424,14.5998062,0.645102297,2,3.12162814
425,15.00822341,0.616027929,2,2.925634756
426,14.173889,0.595214017,2,3.094308241
427,NA,NA,2,2.987649792
428,14.97261088,NA,2,3.007055077
429,11.93742062,NA,2,3.052047321
430,14.25527363,0.614507726,2,2.910016091
431,12.17246945,0.787346464,2,2.993235358
432,12.84300503,NA,2,2.930297645
433,13.50626083,NA,2,3.068120929
434,13.31972106,0.880719822,2,3.033421619
435,12.60860338,NA,2,2.857727056
436,15.57870609,0.790946491,2,2.96874978
437,13.72565226,0.791483361,2,2.940168559
438,15.07260324,0.622302027,2,2.933661924
439,13.0625316,NA,2,3.000570825
440,14.31504438,NA,2,2.818277093
441,14.28945298,NA,2,3.192491855
442,11.37272969,0.778826663,2,3.047602217
443,14.18225177,NA,2,2.806555679
444,12.26985334,0.645936214,2,2.908617999
445,13.17201943,0.686734294,2,3.037042013
446,17.2806001,NA,2,2.770670355
447,12.18396037,NA,2,2.951797651
448,14.5191712,NA,2,2.99807551
449,13.66155848,NA,2,3.127042525
450,15.56624034,0.862076039,2,3.167596458
